,Iteration,Particle,Seed,Fitness_vals,p_best_val,g_best_val,position,velocity,g_position
57,2,8,1,"[2.6386, 2.62545, 0.36665, 3.3075, 1.98795, 7.57625, 8.67175, 4.33765, 5.0343, 5.1856]",3.0885186,1.7981191500000002,"[18863.19241691 12426.27763911  6000.            50.
   477.91181741]","[ -666.66906445 -1914.10465024  1917.88660524   -48.48652565
   211.47658676]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
58,2,9,1,"[0.920024, 1.24015, 1.57113, 0.919509, 7.2156, 1.2146, 0.822382, 1.05473, 7.53815, 1.19379]",7.323693350000001,1.7981191500000002,"[ 9364.43714372 10586.65979553  3360.28741707    54.8387563
   283.64072315]","[  531.1036189  -4835.20478499   558.46544945   -16.35648294
   144.97106581]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
59,2,10,1,"[1.8482, 0.75525, 3.03886, 0.7203, 1.73259, 3.79475, 0.4538, 1.67856, 3.66815, 2.6888]",3.8074529,1.7981191500000002,"[ 7095.96373947 12898.78823511  5676.27016527    60.45855157
   349.60607525]",[4837.60695496 -690.10134506 2138.91546449   -9.04138266   33.4919612 ],"[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
60,2,11,1,"[2.66713, 1.6319, 0.6488, 0.585661, 1.36265, 0.2845, 1.201, 1.28076, 2.7625, 1.4107, 5.99155, 0.590024, 2.20706, 2.12155, 1.6602, 6.2277, 1.92965, 3.71635, 2.66199, 1.17]",4.8027823,1.7981191500000002,"[ 6460.81469551 13088.42107332  4126.92225413    50.
   356.24281705]","[ 4.04952567e+03  6.89578549e+02  1.88690916e+03 -4.57785222e+01
  1.76814575e+00]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
61,2,12,1,"[1.35374, 3.1343, 1.04712, 0.98365, 4.568, 2.74388, 0.77655, 0.45025, 1.43003, 1.41909, 28.4979, 2.45024, 2.36322, 2.90494, 3.96285, 1.55443, 9.78065, 1.00115, 0.457802, 3.51325]",2.2542729999999995,1.7981191500000002,"[ 6568.4437521  11556.1788331   5082.3669825     50.
   315.01927714]",[4110.29452419 1737.49493828  389.02649767  -24.49262227  170.32856358],"[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
62,2,13,1,"[1.89696, 4.45165, 0.7935, 1.8772, 1.50928, 2.5125, 5.4241, 1.04002, 4.94545, 5.8223]",7.471875999999999,1.7981191500000002,"[ 8426.4765478  13195.92444183  5065.21307931    69.90251548
   295.32053675]","[-1075.94282898  -117.34345672  1247.07844855   -54.84007592
   -17.22783452]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
63,2,14,1,"[2.27969, 1.26675, 2.11721, 2.90495, 30.8335, 4.52203, 0.2756, 0.732195, 1.68128, 0.7825]",2.81496,1.7981191500000002,"[ 4228.94705139 13670.63024443  6000.            50.
   329.50948005]","[-7143.63819106  6004.70737371  2878.44326162   -46.58087817
    64.5362981 ]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
64,2,15,1,"[3.78734, 4.9948, 5.0311, 0.936157, 0.16065, 1.47749, 28.0526, 1.91607, 4.04275, 1.62605]",3.5482139999999993,1.7981191500000002,"[ 7904.98916397 12859.83946066  5901.55805198    59.55045132
   342.08026792]","[ 2829.56222271 -4623.84999251  1759.16347344   -36.6530478
   -22.26833577]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
65,2,16,1,"[4.7142, 0.71395, 0.59055, 1.3276, 2.42565, 0.5675, 3.8118, 3.01761, 13.7868, 5.0147]",2.6174565000000003,1.7981191500000002,"[ 9436.87820733 12452.22513682  5073.74525082    67.86084742
   346.85363538]","[-1981.35863442  -198.23082845   195.86439573   -11.27885424
    60.40037784]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
66,2,17,1,"[1.2173, 2.36103, 2.09447, 2.48895, 0.972393, 1.35092, 2.54045, 2.35981, 9.43005, 1.42465]",3.6070150000000005,1.7981191500000002,"[11730.64367729 12754.56793955  4825.20405773    64.39179634
   401.6089319 ]","[-3497.33985983  2659.50967633  -539.53433777   -42.21683647
    43.16032337]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
67,2,18,1,"[2.96513, 1.42629, 1.36289, 3.04695, 1.36815, 1.27034, 1.00694, 3.96405, 8.2024, 2.42336]",5.2460045,1.7981191500000002,"[ 6876.40172224 17455.06112457  4808.29407239    50.
   270.0147499 ]","[ 3064.25707262 -1468.75544529   846.66967516   -22.83087623
    29.33462875]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
